"signal_desc" "function_var" "activity" "subject" "mean"
"Gravity Magnitude" "Standard Deviation" "WALKING" 6 -0.2667
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 0.3736
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.0792
"Gravity on the X-axis" "Mean" "LAYING" 6 -0.4767
"Gravity on the X-axis" "Mean" "SITTING" 6 0.9337
"Gravity on the X-axis" "Mean" "STANDING" 6 0.9451
"Gravity on the X-axis" "Mean" "WALKING" 6 0.9581
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 6 0.9285
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 6 0.9136
"Gravity on the X-axis" "Standard Deviation" "LAYING" 6 -0.8877
"Gravity on the X-axis" "Standard Deviation" "SITTING" 6 -0.9889
"Gravity on the X-axis" "Standard Deviation" "STANDING" 6 -0.9856
"Gravity on the X-axis" "Standard Deviation" "WALKING" 6 -0.9778
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 -0.9544
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.9594
"Gravity on the Y-axis" "Mean" "LAYING" 6 0.9566
"Gravity on the Y-axis" "Mean" "SITTING" 6 0.0683
"Gravity on the Y-axis" "Mean" "STANDING" 6 -0.2303
"Gravity on the Y-axis" "Mean" "WALKING" 6 -0.2147
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 6 -0.214
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 6 -0.3407
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 6 -0.9592
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 6 -0.9609
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 6 -0.9684
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 6 -0.9642
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 -0.9336
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.9129
"Gravity on the Z-axis" "Mean" "LAYING" 6 0.1759
"Gravity on the Z-axis" "Mean" "SITTING" 6 0.0695
"Gravity on the Z-axis" "Mean" "STANDING" 6 0.0139
"Gravity on the Z-axis" "Mean" "WALKING" 6 0.0332
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 6 -0.0031
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 6 -0.0185
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 6 -0.9281
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 6 -0.9555
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 6 -0.9428
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 6 -0.9572
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 -0.9344
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.9062
"Jerk of the Body Magnitude" "Mean" "LAYING" 6 -0.9532
"Jerk of the Body Magnitude" "Mean" "SITTING" 6 -0.9565
"Jerk of the Body Magnitude" "Mean" "STANDING" 6 -0.9605
"Jerk of the Body Magnitude" "Mean" "WALKING" 6 -0.2346
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 6 0.033
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 6 -0.2948
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 6 -0.9526
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 6 -0.9492
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 6 -0.954
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 6 -0.235
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 0.0268
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.3109
"Jerk of the Body on the X-axis" "Mean" "LAYING" 6 -0.3273
"Jerk of the Body on the X-axis" "Mean" "SITTING" 6 -0.3297
"Jerk of the Body on the X-axis" "Mean" "STANDING" 6 -0.3346
"Jerk of the Body on the X-axis" "Mean" "WALKING" 6 -0.0563
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 6 0.0715
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 6 -0.0793
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 6 -0.9582
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 6 -0.9617
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 6 -0.9649
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 6 -0.1694
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 0.0978
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.1846
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 6 -0.3265
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 6 -0.3268
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 6 -0.3285
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 6 -0.0427
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 6 0.0234
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 6 -0.055
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 6 -0.9427
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 6 -0.9513
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 6 -0.9542
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 6 -0.1256
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 0.1414
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.1816
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 6 -0.341
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 6 -0.3315
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 6 -0.3397
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 6 -0.2009
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 6 -0.1099
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 6 -0.2031
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 6 -0.9609
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 6 -0.9597
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 6 -0.9667
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 6 -0.4504
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 6 -0.1776
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 6 -0.4344
"Body Magnitude" "Mean" "LAYING" 7 -0.9303
"Body Magnitude" "Mean" "SITTING" 7 -0.9146
"Body Magnitude" "Mean" "STANDING" 7 -0.9426
"Body Magnitude" "Mean" "WALKING" 7 -0.187
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 7 -0.0512
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 7 -0.3374
"Body Magnitude" "Standard Deviation" "LAYING" 7 -0.9138
"Body Magnitude" "Standard Deviation" "SITTING" 7 -0.8907
"Body Magnitude" "Standard Deviation" "STANDING" 7 -0.9273
"Body Magnitude" "Standard Deviation" "WALKING" 7 -0.2731
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.1052
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.4033
"Body on the X-axis" "Mean" "LAYING" 7 -0.4149
"Body on the X-axis" "Mean" "SITTING" 7 -0.4203
"Body on the X-axis" "Mean" "STANDING" 7 -0.4153
"Body on the X-axis" "Mean" "WALKING" 7 -0.0959
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.03
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.1525
"Body on the X-axis" "Standard Deviation" "LAYING" 7 -0.9475
"Body on the X-axis" "Standard Deviation" "SITTING" 7 -0.9575
"Body on the X-axis" "Standard Deviation" "STANDING" 7 -0.9632
"Body on the X-axis" "Standard Deviation" "WALKING" 7 -0.4291
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.1753
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.3268
"Body on the Y-axis" "Mean" "LAYING" 7 -0.5135
"Body on the Y-axis" "Mean" "SITTING" 7 -0.4841
"Body on the Y-axis" "Mean" "STANDING" 7 -0.4979
"Body on the Y-axis" "Mean" "WALKING" 7 -0.0796
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1065
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.2449
"Body on the Y-axis" "Standard Deviation" "LAYING" 7 -0.9335
"Body on the Y-axis" "Standard Deviation" "SITTING" 7 -0.9241
"Body on the Y-axis" "Standard Deviation" "STANDING" 7 -0.9345
"Body on the Y-axis" "Standard Deviation" "WALKING" 7 -0.1857
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.2432
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.455
"Body on the Z-axis" "Mean" "LAYING" 7 -0.4652
"Body on the Z-axis" "Mean" "SITTING" 7 -0.4872
"Body on the Z-axis" "Mean" "STANDING" 7 -0.4776
"Body on the Z-axis" "Mean" "WALKING" 7 -0.0937
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1047
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.1825
"Body on the Z-axis" "Standard Deviation" "LAYING" 7 -0.9551
"Body on the Z-axis" "Standard Deviation" "SITTING" 7 -0.8944
"Body on the Z-axis" "Standard Deviation" "STANDING" 7 -0.9338
"Body on the Z-axis" "Standard Deviation" "WALKING" 7 -0.1416
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.265
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.2532
"Gravity Magnitude" "Mean" "LAYING" 7 -0.9364
"Gravity Magnitude" "Mean" "SITTING" 7 -0.9184
"Gravity Magnitude" "Mean" "STANDING" 7 -0.9427
"Gravity Magnitude" "Mean" "WALKING" 7 -0.0978
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 7 0.0199
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 7 -0.1981
"Gravity Magnitude" "Standard Deviation" "LAYING" 7 -0.907
"Gravity Magnitude" "Standard Deviation" "SITTING" 7 -0.882
"Gravity Magnitude" "Standard Deviation" "STANDING" 7 -0.9336
"Gravity Magnitude" "Standard Deviation" "WALKING" 7 -0.1986
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 0.2145
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.3347
"Gravity on the X-axis" "Mean" "LAYING" 7 -0.5028
"Gravity on the X-axis" "Mean" "SITTING" 7 0.9691
"Gravity on the X-axis" "Mean" "STANDING" 7 0.9587
"Gravity on the X-axis" "Mean" "WALKING" 7 0.9326
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 7 0.9306
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 7 0.8187
"Gravity on the X-axis" "Standard Deviation" "LAYING" 7 -0.9142
"Gravity on the X-axis" "Standard Deviation" "SITTING" 7 -0.9571
"Gravity on the X-axis" "Standard Deviation" "STANDING" 7 -0.9879
"Gravity on the X-axis" "Standard Deviation" "WALKING" 7 -0.9799
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.9649
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.9328
"Gravity on the Y-axis" "Mean" "LAYING" 7 0.3934
"Gravity on the Y-axis" "Mean" "SITTING" 7 0.0061
"Gravity on the Y-axis" "Mean" "STANDING" 7 -0.1176
"Gravity on the Y-axis" "Mean" "WALKING" 7 -0.1591
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1299
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.241
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 7 -0.9555
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 7 -0.9454
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 7 -0.9662
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 7 -0.9694
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.9527
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.9398
"Gravity on the Z-axis" "Mean" "LAYING" 7 0.9075
"Gravity on the Z-axis" "Mean" "SITTING" 7 0.065
"Gravity on the Z-axis" "Mean" "STANDING" 7 -0.0517
"Gravity on the Z-axis" "Mean" "WALKING" 7 -0.1608
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1549
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.4036
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 7 -0.9619
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 7 -0.8686
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 7 -0.9392
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 7 -0.9522
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.9288
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.8817
"Jerk of the Body Magnitude" "Mean" "LAYING" 7 -0.9763
"Jerk of the Body Magnitude" "Mean" "SITTING" 7 -0.977
"Jerk of the Body Magnitude" "Mean" "STANDING" 7 -0.973
"Jerk of the Body Magnitude" "Mean" "WALKING" 7 -0.1717
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1978
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 7 -0.5622
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 7 -0.9683
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 7 -0.9725
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 7 -0.9704
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 7 -0.0573
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.1126
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.5873
"Jerk of the Body on the X-axis" "Mean" "LAYING" 7 -0.3298
"Jerk of the Body on the X-axis" "Mean" "SITTING" 7 -0.3363
"Jerk of the Body on the X-axis" "Mean" "STANDING" 7 -0.3304
"Jerk of the Body on the X-axis" "Mean" "WALKING" 7 -0.1391
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 7 0.0022
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.1559
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 7 -0.9795
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 7 -0.9802
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 7 -0.9737
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 7 -0.3077
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.1622
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.4863
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 7 -0.3278
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 7 -0.3325
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 7 -0.3338
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 7 -0.0498
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1245
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.1954
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 7 -0.9752
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 7 -0.9741
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 7 -0.9698
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 7 -0.0907
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.3067
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.5751
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 7 -0.35
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 7 -0.3326
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 7 -0.3445
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 7 -0.059
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 7 -0.1305
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 7 -0.2181
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 7 -0.979
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 7 -0.976
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 7 -0.9749
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 7 -0.2662
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 7 -0.39
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 7 -0.6406
"Body Magnitude" "Mean" "LAYING" 8 -0.9341
"Body Magnitude" "Mean" "SITTING" 8 -0.9497
"Body Magnitude" "Mean" "STANDING" 8 -0.9562
"Body Magnitude" "Mean" "WALKING" 8 -0.087
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 8 0.1443
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 8 -0.0181
"Body Magnitude" "Standard Deviation" "LAYING" 8 -0.9249
"Body Magnitude" "Standard Deviation" "SITTING" 8 -0.942
"Body Magnitude" "Standard Deviation" "STANDING" 8 -0.9458
"Body Magnitude" "Standard Deviation" "WALKING" 8 -0.2769
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.0818
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.2323
"Body on the X-axis" "Mean" "LAYING" 8 -0.4112
"Body on the X-axis" "Mean" "SITTING" 8 -0.4376
"Body on the X-axis" "Mean" "STANDING" 8 -0.4251
"Body on the X-axis" "Mean" "WALKING" 8 -0.0128
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.042
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 8 0.0112
"Body on the X-axis" "Standard Deviation" "LAYING" 8 -0.9541
"Body on the X-axis" "Standard Deviation" "SITTING" 8 -0.9818
"Body on the X-axis" "Standard Deviation" "STANDING" 8 -0.9813
"Body on the X-axis" "Standard Deviation" "WALKING" 8 -0.1889
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.1408
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.2811
"Body on the Y-axis" "Mean" "LAYING" 8 -0.5049
"Body on the Y-axis" "Mean" "SITTING" 8 -0.5058
"Body on the Y-axis" "Mean" "STANDING" 8 -0.4914
"Body on the Y-axis" "Mean" "WALKING" 8 -0.0143
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.1083
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.0205
"Body on the Y-axis" "Standard Deviation" "LAYING" 8 -0.9421
"Body on the Y-axis" "Standard Deviation" "SITTING" 8 -0.9479
"Body on the Y-axis" "Standard Deviation" "STANDING" 8 -0.953
"Body on the Y-axis" "Standard Deviation" "WALKING" 8 0.0757
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 0.1385
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 0.1349
"Body on the Z-axis" "Mean" "LAYING" 8 -0.4689
"Body on the Z-axis" "Mean" "SITTING" 8 -0.4885
"Body on the Z-axis" "Mean" "STANDING" 8 -0.4921
"Body on the Z-axis" "Mean" "WALKING" 8 -0.107
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.0485
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.0236
"Body on the Z-axis" "Standard Deviation" "LAYING" 8 -0.9505
"Body on the Z-axis" "Standard Deviation" "SITTING" 8 -0.9489
"Body on the Z-axis" "Standard Deviation" "STANDING" 8 -0.949
"Body on the Z-axis" "Standard Deviation" "WALKING" 8 -0.1297
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.0607
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 0.2139
"Gravity Magnitude" "Mean" "LAYING" 8 -0.9353
"Gravity Magnitude" "Mean" "SITTING" 8 -0.9521
"Gravity Magnitude" "Mean" "STANDING" 8 -0.9538
"Gravity Magnitude" "Mean" "WALKING" 8 0.0517
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 8 0.1766
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 8 0.121
"Gravity Magnitude" "Standard Deviation" "LAYING" 8 -0.9133
"Gravity Magnitude" "Standard Deviation" "SITTING" 8 -0.9299
"Gravity Magnitude" "Standard Deviation" "STANDING" 8 -0.9372
"Gravity Magnitude" "Standard Deviation" "WALKING" 8 -0.1804
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 0.1313
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.2272
"Gravity on the X-axis" "Mean" "LAYING" 8 -0.4059
"Gravity on the X-axis" "Mean" "SITTING" 8 0.8325
"Gravity on the X-axis" "Mean" "STANDING" 8 0.9577
"Gravity on the X-axis" "Mean" "WALKING" 8 0.9136
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.914
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 8 0.8604
"Gravity on the X-axis" "Standard Deviation" "LAYING" 8 -0.9189
"Gravity on the X-axis" "Standard Deviation" "SITTING" 8 -0.9668
"Gravity on the X-axis" "Standard Deviation" "STANDING" 8 -0.9877
"Gravity on the X-axis" "Standard Deviation" "WALKING" 8 -0.9748
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.9458
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.9267
"Gravity on the Y-axis" "Mean" "LAYING" 8 0.5899
"Gravity on the Y-axis" "Mean" "SITTING" 8 0.2401
"Gravity on the Y-axis" "Mean" "STANDING" 8 -0.0905
"Gravity on the Y-axis" "Mean" "WALKING" 8 -0.2171
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 8 -0.1876
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.2913
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 8 -0.958
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 8 -0.9375
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 8 -0.9589
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 8 -0.9568
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.9416
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.931
"Gravity on the Z-axis" "Mean" "LAYING" 8 0.7198
"Gravity on the Z-axis" "Mean" "SITTING" 8 0.2639
"Gravity on the Z-axis" "Mean" "STANDING" 8 -0.0979
"Gravity on the Z-axis" "Mean" "WALKING" 8 -0.1863
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 8 -0.1418
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.1923
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 8 -0.9418
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 8 -0.9355
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 8 -0.9183
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 8 -0.9566
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.8972
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.8762
"Jerk of the Body Magnitude" "Mean" "LAYING" 8 -0.9704
"Jerk of the Body Magnitude" "Mean" "SITTING" 8 -0.9866
"Jerk of the Body Magnitude" "Mean" "STANDING" 8 -0.984
"Jerk of the Body Magnitude" "Mean" "WALKING" 8 -0.2507
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 8 0.0857
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 8 -0.2843
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 8 -0.9669
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 8 -0.9832
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 8 -0.9808
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 8 -0.3863
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 -0.0081
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.4193
"Jerk of the Body on the X-axis" "Mean" "LAYING" 8 -0.3306
"Jerk of the Body on the X-axis" "Mean" "SITTING" 8 -0.3329
"Jerk of the Body on the X-axis" "Mean" "STANDING" 8 -0.3371
"Jerk of the Body on the X-axis" "Mean" "WALKING" 8 -0.1256
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.0996
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.0914
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 8 -0.973
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 8 -0.9885
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 8 -0.9871
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 8 -0.2587
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 0.0516
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.2797
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 8 -0.3305
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 8 -0.3424
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 8 -0.3388
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 8 0.0141
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 8 0.043
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 8 -0.0132
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 8 -0.9766
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 8 -0.9842
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 8 -0.9802
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 8 0.0406
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 8 0.1639
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 8 -0.169
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 8 -0.3495
